smiles,property,value
[*]C(=O)C(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],Eat,-6.38
[*]NC(S1)=CC=C1C(=O)O[*],Eat,-6.14
[*]NC(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],Eat,-6.34
[*]NC(=S)NC(C=C1)=CC=C1NC(=S)NCCCCCC[*],Eat,-5.61
[*]C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N[*],Eat,-6.19
[*]C(S1)=CC=C1C(=S)C(S2)=CC=C2C(=S)C(=O)NC(C=C3)=CC=C3C(S4)=CC=C4[*],Eat,-6.19
[*]C(C=C1)=CC=C1C(C=C2)=CC=C2CC(=S)C(S3)=CC=C3C(=S)CO[*],Eat,-6.04
[*]C(C=C1)=CC=C1NC(S2)=CC=C2C(S3)=CC=C3C(=S)C(S4)=CC=C4C(S5)=CC=C5N[*],Eat,-6.12
[*]C(C=C1)=CC=C1NC(C=C2)=CC=C2C(=S)NC(S3)=CC=C3C(=O)N[*],Eat,-6.21
[*]CCC(=O)OC(=O)CC(C=C1)=CC=C1C(C=C2)=CC=C2[*],Eat,-6.14
[*]C(=O)NONC(=O)NC(S1)=CC=C1N[*],Eat,-5.99
[*]C(=S)C(=O)CCNC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],Eat,-6.05
[*]C(F)(F)C(F)(F)C(S1)=CC=C1C(S2)=CC=C2[*],Eat,-5.87
[*]C(F)(F)C(F)(F)C(=O)O[*],Eat,-5.64
[*]C(F)(F)C(=O)C(F)(F)C(S1)=CC=C1[*],Eat,-5.82
[*]C(F)(F)C(=O)C(F)(F)C(C=C1)=CC=C1[*],Eat,-6.01
[*]C(F)(F)OC(F)(F)O[*],Eat,-5.25
[*]N(C(=O)C1=C2)C(=O)C1=CC=C2C(=O)C(=CC=C3C4(=O))C=C3C(=O)N4C(C)COCCOCCOC(C)COCC(C)[*],Eat,-5.89
[*]C[*],Xc,47.8
[*]CC([*])C,Xc,44.47
[*]CC([*])CC,Xc,34.04
[*]CC([*])CCC,Xc,20.01
[*]CC([*])CC(C)C,Xc,21.64
[*]CCCCCCCC([*])C,Xc,31.47
[*]CC([*])CCCCCC,Xc,75.06
[*]C=CCCC[*],Xc,14.57
[*]C=CCC[*],Xc,13.1
[*]C=CCCCCCC[*],Xc,22.67
[*]CC([*])c1ccccc1,Xc,27.37
[*]CC([*])c1ccc(C)cc1,Xc,18.59
[*]CC([*])(C)c1ccc(C)cc1,Xc,34.09
[*]CC([*])c1ccc(O)cc1,Xc,11
[*]CC([*])O,Xc,39.089205
[*]CC([*])OC(=O)CCCCCCCCCCC,Xc,12.02
[*]CC([*])OC(=O)CCCCCCCCCCCCCCC,Xc,33.35
[*]CC([*])OC(=O)CCCCCCCCCCCCCCCCC,Xc,37.02
[*]CC([*])(C)C#N,Xc,8
[*]CC([*])C(=O)OC(C)C,Xc,53.86
[*]CC([*])C(=O)OCCCCCCCCCCCC,Xc,17.77
[*]CC([*])C(=O)OCCCCCCCCCCCCCC,Xc,27.01
[*]CC([*])C(=O)OCCCCCCCCCCCCCCCCCC,Xc,39.64
[*]CC([*])C(=O)OCCCCCCCCCCCCCCCCCCCCCC,Xc,43.74
[*]CC([*])(C)C(=O)OC,Xc,12.63789474
[*]CC([*])(C)C(=O)OCCCCCCCCCCCC,Xc,3.98
[*]CC([*])(C)C(=O)OCCCCCCCCCCCCCCCC,Xc,17.37
[*]CC([*])(C)C(=O)OCCCCCCCCCCCCCCCCCC,Xc,21.64
[*]CC([*])C(=O)NCCCCCCCCCCCC,Xc,1.76
[*]CC([*])C(=O)NCCCCCCCCCCCCCC,Xc,9.79
[*]CC([*])C(=O)NCCCCCCCCCCCCCCCC,Xc,16.73
[*]CC([*])C(=O)NCCCCCCCCCCCCCCCCCC,Xc,21.61
[*]CC([*])C(=O)NCCCCCCCCCCCCCCCCCCCCCC,Xc,35.71
[*]CC([*])(F)F,Xc,41.3664625
[*]CC([*])(Cl)Cl,Xc,67.76
[*]C(F)C([*])(F)F,Xc,72.97
[*]C(F)(F)C([*])(F)Cl,Xc,77.15
[*]CCC=C([*])Cl,Xc,90.11
[*]CCC(F)(F)C([*])(F)F,Xc,43.69
[*]CCC=C([*])C,Xc,52.26
[*]C=CC(C)C[*],Xc,62.19
[*]CC(C)C=C([*])C,Xc,45.53
[*]CO[*],Xc,97.74314666
[*]CCO[*],Xc,70.6655082
[*]CC(C)O[*],Xc,77.61
[*]CC(CCl)O[*],Xc,51.33
[*]CC(O[*])C(C)(C)C,Xc,20.98
[*]CCCO[*],Xc,55.46
[*]CC(C)(C)CO[*],Xc,47.31
[*]CC(CO)(CO)CO[*],Xc,90.22
[*]CC(CO[*])(COCC)COCC,Xc,26.85
[*]CCCCO[*],Xc,17.54872941
[*]CCCCCCO[*],Xc,93.3
[*]CCCCCCCCO[*],Xc,92.75
[*]Oc1c(C)cc([*])cc1C,Xc,62.833401
[*]Oc1c(OC)cc([*])cc1OC,Xc,19.88
[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1,Xc,73.4
[*]CCOCO[*],Xc,62.84
[*]CCCCOCO[*],Xc,65.43
[*]CCOC(=O)c1ccc(O[*])cc1,Xc,67.44
[*]CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O[*])cc2)cc1,Xc,96.09
[*]CC(=O)NCCCCCCNC(=O)CO[*],Xc,31.96
[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],Xc,56.78
[*]CCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],Xc,35.73
[*]CC(=O)OC(=O)c1ccc(C(=O)OC(=O)COc2ccc(O[*])cc2)cc1,Xc,47.87
[*]CCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],Xc,25.61
[*]CCOCCOCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],Xc,22.98
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1,Xc,31.10578095
[*]CC(CC)(CC)CO[*],Xc,41.8
[*]CCOCC(=O)O[*],Xc,55.93
[*]CCOCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,38.53
[*]Oc1ccc(Oc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,Xc,29.77
[*]CC(C)(CC)CO[*],Xc,54.15
[*]CC(C)(CO)CO[*],Xc,41.42
[*]CC(CO[*])(COC=O)COC=O,Xc,53.4
[*]Oc1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc([*])cc4)c3)cc2)cc1,Xc,72.53
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C,Xc,30.95
[*]CCCCCCCCCCOc1ccc(OC(=O)c2ccc(OCCOCCOCCOc3ccc(C(=O)Oc4ccc(O[*])cc4)cc3)cc2)cc1,Xc,16.51
[*]Oc1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc(Oc5ccc(C(=O)Nc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,Xc,60.74
[*]Oc1cccc(Oc2ccc(NC(=O)c3ccc(Oc4cccc(Oc5ccc(C(=O)Nc6ccc([*])cc6)cc5)c4)cc3)cc2)c1,Xc,40.05
[*]c1cccc(Oc2ccc(-c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)c4)cc3)cc2)c1,Xc,90.18
[*]CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCOc2ccc(-c3ccc(O[*])cc3)cc2)c1,Xc,37.92
[*]CCCS[*],Xc,98.81
[*]CCCCCCS[*],Xc,87.41
[*]CCOC(=O)CCC(=O)O[*],Xc,79.99
[*]CCCOC(=O)CCC(=O)O[*],Xc,50.44
[*]CCCCOC(=O)CCC(=O)O[*],Xc,56.84
[*]CCCOC(=O)CCCC(=O)O[*],Xc,24.04
[*]CCOC(=O)CCCCC(=O)O[*],Xc,69.34
[*]CCCOC(=O)CCCCC(=O)O[*],Xc,26.74
[*]CCCCCCCCCCOC(=O)CCCCC(=O)O[*],Xc,88.04
[*]CCOC(=O)CCCCCCC(=O)O[*],Xc,57.21
[*]CCCOC(=O)CCCCCCC(=O)O[*],Xc,92.48
[*]CCOC(=O)CCCCCCCC(=O)O[*],Xc,57.8
[*]CCCCCCCCCOC(=O)CCCCCCCC(=O)O[*],Xc,73.07
[*]CCCCCCCCCCOC(=O)CCCCCCCC(=O)O[*],Xc,66.73
[*]CCOC(=O)CCCCCCCCC(=O)O[*],Xc,60.1
[*]CCCOC(=O)CCCCCCCCC(=O)O[*],Xc,37.93
[*]CCCCOC(=O)CCCCCCCCC(=O)O[*],Xc,44.62
[*]CCCCCCOC(=O)CCCCCCCCC(=O)O[*],Xc,74.61
[*]CCCCCCCOC(=O)CCCCCCCCC(=O)O[*],Xc,45.6
[*]CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O[*],Xc,75.09
[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,31.7557344
[*]CCOC(=O)c1cccc(C(=O)O[*])c1,Xc,40.99
[*]CCCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,34.54432121
[*]CCCCOC(=O)c1cccc(C(=O)O[*])c1,Xc,18.14
[*]CCCCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,21.11
[*]CCCCCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,84.06
[*]CCCCCCCCCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,79.26
[*]Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC(=O)CCCCC([*])=O)c(Cl)c2)cc1Cl,Xc,48.47
[*]CCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,Xc,40.762904
[*]CCCCOC(=O)CCCCC(=O)O[*],Xc,63.01
[*]CCCCCOC(=O)CCCCC(=O)O[*],Xc,34.68
[*]OC1CCC(OC(=O)CCCCC([*])=O)CC1,Xc,76.23
[*]CCCCC(=O)O[*],Xc,44.85
[*]CCCCCC(=O)O[*],Xc,44.91891622
[*]CCCCCCCCCCC(=O)O[*],Xc,48.08
[*]CCCCCCCCCCCCC(=O)O[*],Xc,74.44953187
[*]CCCCCCCCCCCCCCC(=O)O[*],Xc,60.3
[*]CCCCCCC(=O)O[*],Xc,40.25
[*]CCCCCCCC(=O)O[*],Xc,44.53
[*]CCCCCCCCC(=O)O[*],Xc,41.41
[*]CCCCCCCCCC(=O)O[*],Xc,50.94
[*]CCCCCCCCCCCC(=O)O[*],Xc,59.84
[*]CCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[*],Xc,88.39
[*]CCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[*],Xc,87.94
[*]CCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[*],Xc,83.83
[*]CCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[*],Xc,50.15
[*]CCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,30.78
[*]CC(C)C(C)COC(=O)c1ccc(C(=O)O[*])cc1,Xc,14.88
[*]CCCCCCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,17.69
[*]OC(C)CC([*])=O,Xc,71.37270952
[*]OC(C)C([*])=O,Xc,57.62
[*]CCC(=O)O[*],Xc,45.00978462
[*]OC(CC)CC([*])=O,Xc,64.05
[*]CC(C)C(=O)O[*],Xc,81.29
[*]OC(CC([*])=O)C(Cl)(Cl)Cl,Xc,9.71
[*]Oc1ccc(OC(=O)CCCCC([*])=O)cc1,Xc,62.08
[*]CCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],Xc,19.33
[*]CCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,Xc,24.04
[*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],Xc,17.28
[*]CCCCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Xc,16.42
[*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,Xc,21.84
[*]CCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],Xc,22.75
[*]CCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Xc,22.49
[*]CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],Xc,20.69
[*]CCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Xc,20.19
[*]CCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,Xc,29.18
[*]OC(CC([*])=O)C(C)(Cl)Cl,Xc,37.3
[*]CCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],Xc,18.79
[*]CCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Xc,18.52
[*]CCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,Xc,27.1
[*]CCCCCOC(=O)CCCCCCCCC(=O)O[*],Xc,37.28
[*]CCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],Xc,21.6
[*]CCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Xc,21.52
[*]CCCCOC(=O)CCCC(=O)O[*],Xc,31.41
[*]CCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,Xc,31.12
[*]CCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,Xc,18.1
[*]CCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,Xc,17.83
[*]C(=O)OCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,26.33
[*]C(=O)OCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,19.53
[*]C(=O)OCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,18.18
[*]C(=O)OCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,20.25
[*]C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,16.63
[*]C(=O)OCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,15.48
[*]C(=O)OCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,14.52
[*]C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,8.62
[*]CCCCNC(=O)CCCCC(=O)N[*],Xc,64.85
[*]CCCCCC(=O)N[*],Xc,35.23
[*]CCCCCCNC(=O)CCCCC(=O)N[*],Xc,40.61
[*]CCCCCCNC(=O)CCCCCCC(=O)N[*],Xc,62.18
[*]CCCCCCNC(=O)CCCCCCCC(=O)N[*],Xc,22.04
[*]CCCCCCNC(=O)CCCCCCCCC(=O)N[*],Xc,39.56
[*]CCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],Xc,43.53
[*]CCCCCCC(=O)N[*],Xc,25.57
[*]CCCCCCCC(=O)N[*],Xc,48.41
[*]CCCCCCCCCCC(=O)N[*],Xc,24.27
[*]CCCCCCCCCCCC(=O)N[*],Xc,46
[*]CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],Xc,40
[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC([*])=O)CC2)CC1,Xc,25.59
[*]CCCCCCNC(=O)c1cccc(C(=O)N[*])c1,Xc,53.05
[*]Cc1cccc(CNC(=O)CCCCC(=O)N[*])c1,Xc,25.87
[*]CCCCNC(=O)CCC=CCCC(=O)N[*],Xc,31.26
[*]C(=O)CCCCCCCCC(=O)N1CCN([*])CC1,Xc,52.64
[*]CCCCCCNC(=O)CCC=CCCC(=O)N[*],Xc,24.7
[*]CCCCCCCCCCNC(=O)CCC=CCCC(=O)N[*],Xc,32.24
[*]CCCCCCCCCCN1CCN(C(=O)CCCCCCCCC(=O)N2CCN([*])CC2)CC1,Xc,53.56
[*]CCCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],Xc,50.69
[*]CC(C)(C)C(=O)N[*],Xc,33.22
[*]CCCC(=O)N[*],Xc,38.13
[*]CCCCCNC(=O)CCCCCC(=O)N[*],Xc,38.39
[*]CCCNC(=O)CCC=CCCC(=O)N[*],Xc,35.72
[*]CCCCCNC(=O)CCC=CCCC(=O)N[*],Xc,26.16
[*]CCCCCCCNC(=O)CCC=CCCC(=O)N[*],Xc,28.31
[*]CCCCCCCCNC(=O)CCC=CCCC(=O)N[*],Xc,22.55
[*]CCCCCCCCCNC(=O)CCC=CCCC(=O)N[*],Xc,27.48
[*]CCCCNC(=O)c1ccc(C(=O)N[*])cc1,Xc,94.18
[*]CCCCCCNC(=O)CCc1ccc(CCC(=O)N[*])cc1,Xc,44.13
[*]Nc1cccc(NC(=O)CCCCC([*])=O)c1,Xc,46.36
[*]CCCCCCNC(=O)C(=O)N[*],Xc,62.02
[*]C(=O)CCC=CCCC(=O)N1CCN([*])CC1,Xc,33.97
[*]CC1CCCC(CNC(=O)CCCCC(=O)N[*])C1,Xc,5.67
[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC([*])=O)CC2)CC1,Xc,12.75
[*]CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[*],Xc,9.73
[*]CCCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,13.71
[*]CCCCCCNC(=O)C(CCCC)C(=O)N[*],Xc,21.85
[*]CCCCCCNC(=O)C(CCCCCCCCCC)C(=O)N[*],Xc,23.23
[*]CCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,32.76
[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCC)C(=O)N[*],Xc,53.53
[*]CCCCCCNC(=O)C(CCCCCCC)C(=O)N[*],Xc,11.47
[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N[*],Xc,38.94
[*]CCCCCCNC(=O)C(CCCCCC)C(=O)N[*],Xc,17.72
[*]CCCCCCNC(=O)C(CCCCCCCCC)C(=O)N[*],Xc,21.64
[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCCC)C(=O)N[*],Xc,52.69
[*]CCCCCCNC(=O)C(CCCCCCCC)C(=O)N[*],Xc,21.95
[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N[*],Xc,42.36
[*]CCCCCCNC(=O)C(CCCCC)C(=O)N[*],Xc,21.49
[*]CCCCCCNC(=O)C(CCC)C(=O)N[*],Xc,21.03
[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCC)C(=O)N[*],Xc,30.58
[*]CCCCCCNC(=O)C(CCCCCCCCCCCCC)C(=O)N[*],Xc,33.12
[*]CCCCCCNC(=O)C(CCCCCCCCCCC)C(=O)N[*],Xc,28.87
[*]CCCCCCNC(=O)CC(C)(C)c1ccc(C(C)(C)CC(=O)N[*])cc1,Xc,4.38
[*]CCCCCCNC(=O)CC(C)c1ccc(C(C)CC(=O)N[*])cc1,Xc,11.87
[*]CCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,14.55
[*]CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,13.79
[*]CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,19.52
[*]CCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,39.95
[*]CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,15.71
[*]CCCCCCNC(=O)CCCCC(=O)NCC(=O)N[*],Xc,35.31
[*]CCCCCNC(=O)O[*],Xc,73.38
[*]CCOC(=O)NCCCCCCNC(=O)O[*],Xc,21.16
[*]CCCOC(=O)NCCCCCCNC(=O)O[*],Xc,28.37
[*]CCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,44.03
[*]CCCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,27.33
[*]CCCCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,37.25
[*]CCCCCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,30.32
[*]CCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,30.53
[*]CCCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,30.17
[*]CCCCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,27.21
[*]CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],Xc,36.03
[*]CCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,47.76
[*]CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,52.18
[*]CCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,29.45
[*]CCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,32.31
[*]CCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,23.05
[*]CCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,36.98
[*]CCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,31.26
[*]CCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,23.4
[*]CCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[*],Xc,30.22
[*]CCCCCCNC(=O)N[*],Xc,49.48
[*]CCCCCCCNC(=O)N[*],Xc,33.27
[*]OC(=O)CCCCC([*])=O,Xc,96.83
[*]OC(=O)CCCCCCCCC([*])=O,Xc,83.87
[*]CCCCCCOC(=O)O[*],Xc,31.95
[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,Xc,16.83
[*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCOC([*])=O)cc2)cc1,Xc,44.64
[*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCOC([*])=O)cc2)cc1,Xc,34.42
[*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCOC([*])=O)cc2)cc1,Xc,28.99
[*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCCCOC([*])=O)cc2)cc1,Xc,23.17
[*]CCCCOC(=O)O[*],Xc,64.6
[*]CCCCCCCCCCOC(=O)O[*],Xc,44.07
[*]CCCCCOC(=O)O[*],Xc,15.11
[*]CCC([*])=O,Xc,93.5
[*]CCC1CC([*])C2CCCC12,Xc,23.26
[*]CCC1CCC([*])C1,Xc,23.52
[*]CCC1CC([*])C2C3CCC(C3)C12,Xc,10.18
[*]CC([*])c1ccc(S(=O)(=O)O)cc1,Xc,11
[*]C=CCCCCCCC(Cl)CCCCCC[*],Xc,11.79
[*]C=CCCCCCCCCCC(Cl)CCCCCCCCC[*],Xc,27.65
[*]CCCCCCCCCCCCCCCCCCCCC([*])COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,Xc,13.63
[*]C=CCCCCCCCCCC(CCCCCCCCC[*])COCCOCCOCCOCCOCCCCCC,Xc,8.9
[*]C=CCCCCCCCCCC(CCCCCCCCC[*])COCCOCCOCCOCCOCCCCCCCCCCCCCC,Xc,20.64
[*]CCCCCCCCCCCCCCCCCCCCC([*])COCCOCCOCCOCCOCCCCCCCCCCCCCC,Xc,28
[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)OC,Xc,10.57
[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O,Xc,12.52
[*]CC([*])C(=O)OCCCCCCCCCCCn1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCCC)CCCCCCC)c(=O)c6ccc(c7ccc(c1=O)c2c37)c4c56,Xc,6.12
[*]CCCCCCCCCCCCCCC([*])Cl,Xc,10.35
[*]CCCCCCCCCCCCCCCCCCCCC([*])Cl,Xc,41.96
[*]C=CC1CC([*])C2CC=CC12,Xc,41.11
[*]Oc1cccc(OC(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)c1,Xc,26.83
[*]Oc1ccc(-c2ccc(OC(=O)c3cccc(Oc4cccc(C([*])=O)c4)c3)cc2)cc1,Xc,73.55
[*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5cccc(C([*])=O)c5)cc4)cc3)cc2)cc1,Xc,64.24
[*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cc2)cc1,Xc,55.4
[*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(C([*])=O)cc5)cc4)cc3)cc2)cc1,Xc,79.04
[*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(C([*])=O)cc6)cc5)cc4)cc3)cc2)cc1,Xc,41.49
[*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(Oc5ccc(C([*])=O)cc5)cc4)cc3)cc2)cc1,Xc,48.89
[*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(Oc6ccc(C([*])=O)cc6)cc5)cc4)cc3)cc2)cc1,Xc,76.73
[*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(Oc7ccc(C([*])=O)cc7)cc6)cc5)cc4)cc3)cc2)cc1,Xc,30.44
[*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(OC(=O)c4cccc([*])c4)cc3)c2)cc1,Xc,44.88
[*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5cccc([*])c5)cc4)cc3)c2)cc1,Xc,57.07
[*]Oc1ccc(OC(=O)c2cccc(Oc3ccc(-c4ccc(Oc5cccc(C([*])=O)c5)cc4)cc3)c2)cc1,Xc,56.34
[*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(C([*])=O)cc4)c3)cc2)c1,Xc,18.79
[*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(-c5ccc(C([*])=O)cc5)cc4)c3)cc2)c1,Xc,58.26
[*]Oc1cccc(Oc2ccc(C(=O)Oc3cccc(OC(=O)c4ccc([*])cc4)c3)cc2)c1,Xc,12.53
[*]Oc1cccc(Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc([*])cc4)cc3)cc2)c1,Xc,43.84
[*]Oc1cccc(C(=O)c2ccc([*])cc2)c1,Xc,47.28
[*]CC(CS(C)(=O)=O)O[*],Xc,0.37
[*]CC(CS(=O)(=O)CCC)O[*],Xc,0.16
